title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Spiritfarer,Ns,Simulation,Thunder Lotus Games,Thunder Lotus Games,,,,,,,2020-08-18
Star Chart,Or,Simulation,Escape Velocity Ltd,Escapist Games,,,,,,,2016-06-29
Star Trek:  Bridge Crew,Or,Simulation,Ubisoft,Red Storm Entertainment,,,,,,,2017-05-30
Star Trek: Strategic Operations Simulator,Cv,Simulation,Unknown,Sega,,,,,,,
Star Wars Episode I: Battle for Naboo,Pc,Simulation,Unknown,Lucasarts,,,,,,,
Star Wars Pinball,Ns,Simulation,Unknown,Zen Studios,,,,,,,
Stardew Valley,And,Simulation,Chucklefish,Concernedape,,,,,,,2019-03-14
Stardew Valley,Psv,Simulation,Chucklefish,Concernedape,,,,,,,2018-05-22
Stardew Valley,Ns,Simulation,Chucklefish,Concernedape,9.0,,,,,,2017-10-05
Stardew Valley,Ios,Simulation,Chucklefish,Concernedape,,,,,,,2018-10-24
SteamWorld Build,Xs,Simulation,Unknown,The Station,,,,,,,
SteamWorld Build,Ns,Simulation,Unknown,The Station,,,,,,,
SteamWorld Build,Pc,Simulation,Unknown,The Station,,,,,,,
SteamWorld Build,Ps4,Simulation,Unknown,The Station,,,,,,,
SteamWorld Build,Ps5,Simulation,Unknown,The Station,,,,,,,
SteamWorld Build,Xone,Simulation,Unknown,The Station,,,,,,,
Story of Seasons: A Wonderful Life,Ns,Simulation,Unknown,Marvelous,,,,,,,
Story of Seasons: A Wonderful Life,Pc,Simulation,Unknown,Marvelous,,,,,,,
Story of Seasons: A Wonderful Life,Ps5,Simulation,Unknown,Marvelous,,,,,,,
Story of Seasons: A Wonderful Life,Xs,Simulation,Unknown,Marvelous,,,,,,,
Story of Seasons: Friends of Mineral Town,Ns,Simulation,Xseed Games,Marvelous,,,,,,,2020-07-14
Story of Seasons: Pioneers of Olive Town,Pc,Simulation,Unknown,Marvelous,,,,,,,
Stranded: Alien Dawn,Ps5,Simulation,Unknown,Haemimont Games,,,,,,,
Stranded: Alien Dawn,Xone,Simulation,Unknown,Haemimont Games,,,,,,,
Stranded: Alien Dawn,Xs,Simulation,Unknown,Haemimont Games,,,,,,,
Stranded: Alien Dawn,Pc,Simulation,Unknown,Haemimont Games,,,,,,,
Stranded: Alien Dawn,Ps4,Simulation,Unknown,Haemimont Games,,,,,,,
Strike Base,Pc,Simulation,Unknown,Max Design,,,,,,,
Super Seducer 3,Pc,Simulation,Unknown,Rlr Training Inc,,,,,,,
Surgeon Simulator 2,Pc,Simulation,Bossa Studios,Bossa Studios,,,,,,,2020-08-27
The Long Dark,Osx,Simulation,Hinterland Studio Inc.,Hinterland Studio Inc.,,,,,,,2017-08-01
The Long Dark,Linux,Simulation,Hinterland Studio Inc.,Hinterland Studio Inc.,,,,,,,2017-08-01
The Pinball Arcade,Pc,Simulation,Farsight Studios,Farsight Studios,,,,,,,2013-11-04
The Trail: Frontier Challenge,Ns,Simulation,Kongregate,22Cans,,,,,,,2018-03-08
The Universim,Linux,Simulation,Crytivo Games,Crytivo Games,,,,,,,2020-12-01
The Universim,Pc,Simulation,Crytivo Games,Crytivo Games,,,,,,,2020-12-01
This War of Mine: Complete Edition,Ns,Simulation,Unknown,11 Bit Studios,,,,,,,
Tom Clancy's SSN,Pc,Simulation,Simon & Schuster Interactive,Clancy Interactive Entertainment,,,,,,,1996-12-12
Top Gun: Danger Zone,Pc,Simulation,Konami,Distinctive Software,,,,,,,1991-01-01
Tour de France 2018,Xone,Simulation,Focus Home Interactive,Cyanide Studio,,,,,,,2018-06-28
Train Fever,Linux,Simulation,Good Shepherd Entertainment,Urban Games,,,,,,,2014-09-04
Train Sim World 3,Pc,Simulation,Unknown,Dovetail Games,,,,,,,
Train Sim World 3,Ps4,Simulation,Unknown,Dovetail Games,,,,,,,
Train Sim World 3,Ps5,Simulation,Unknown,Dovetail Games,,,,,,,
Train Sim World 3,Xone,Simulation,Unknown,Dovetail Games,,,,,,,
Train Sim World 3,Xs,Simulation,Unknown,Dovetail Games,,,,,,,
Train Sim World 4,Pc,Simulation,Unknown,Dovetail Games,,,,,,,
Train Sim World 4,Ps4,Simulation,Unknown,Dovetail Games,,,,,,,
Train Sim World 4,Ps5,Simulation,Unknown,Dovetail Games,,,,,,,
Train Sim World 4,Xone,Simulation,Unknown,Dovetail Games,,,,,,,
Train Sim World 4,Xs,Simulation,Unknown,Dovetail Games,,,,,,,
Transport Fever 2,Pc,Simulation,Good Shepherd Entertainment,Urban Games,,,,,,,2019-12-01
Transport Fever 2,Linux,Simulation,Good Shepherd Entertainment,Urban Games,,,,,,,2019-12-01
Trials Rising,Xone,Simulation,Ubisoft,Ubisoft,,,,,,,2019-02-26
Trials Rising,Pc,Simulation,Ubisoft,Ubisoft,,,,,,,2019-02-26
Trials Rising,Ns,Simulation,Ubisoft,Ubisoft,,,,,,,2019-02-26
Trials Rising,Ps4,Simulation,Ubisoft,Ubisoft,,,,,,,2019-02-26
Tropico 6,Xone,Simulation,Kalypso Media,Limbic Entertainment,,,,,,,2019-09-27
Tropico 6,Ps4,Simulation,Kalypso Media,Limbic Entertainment,,,,,,,2019-09-27
Tropico 6,Pc,Simulation,Kalypso Media,Limbic Entertainment,,,,,,,2019-01-29
Truck Driver,Ps4,Simulation,Unknown,Triangle Studios,,,,,,,
Truck Driver,Pc,Simulation,Unknown,Triangle Studios,,,,,,,
Truck Driver,Xone,Simulation,Unknown,Triangle Studios,,,,,,,
Two Point Campus,Ps4,Simulation,Unknown,Two Point Studio,,,,,,,
Two Point Campus,Ps5,Simulation,Unknown,Two Point Studio,,,,,,,
Two Point Campus,Xone,Simulation,Unknown,Two Point Studio,,,,,,,
Two Point Campus,Xs,Simulation,Unknown,Two Point Studio,,,,,,,
Two Point Campus,Ns,Simulation,Unknown,Two Point Studio,,,,,,,
Two Point Campus,Pc,Simulation,Unknown,Two Point Studio,,,,,,,
Two Point Hospital,Xone,Simulation,Sega,Two Point Studio,,,,,,,2020-02-25
Two Point Hospital,Ns,Simulation,Sega,Two Point Studio,,,,,,,2020-02-25
Two Point Hospital,Ps4,Simulation,Sega,Two Point Studio,,,,,,,2020-02-25
UBOAT,Pc,Simulation,Playway,Deep Water Studio,,,,,,,2019-04-30
Ultimate Fishing Simulator 2,Xone,Simulation,Ultimate Games,Mastercode,,,,,,,2021-12-01
Ultimate Fishing Simulator 2,Xs,Simulation,Ultimate Games,Mastercode,,,,,,,2021-12-01
Ultimate Fishing Simulator 2,Ns,Simulation,Ultimate Games,Mastercode,,,,,,,2021-12-01
Ultimate Fishing Simulator 2,Pc,Simulation,Ultimate Games,Mastercode,,,,,,,2021-12-01
Ultimate Fishing Simulator 2,Ps4,Simulation,Ultimate Games,Mastercode,,,,,,,2021-12-01
Ultimate Fishing Simulator 2,Ps5,Simulation,Ultimate Games,Mastercode,,,,,,,2021-12-01
Unholy Heights,Ns,Simulation,Mebius,Mebius,,,,,,,2017-12-14
Untitled Goose Game,Ns,Simulation,Panic,House House,,,,,,,2019-09-20
Untitled Goose Game,Ps4,Simulation,Panic,House House,,,,,,,2019-12-17
Untitled Goose Game,Pc,Simulation,Panic,House House,,,,,,,2019-09-20
Untitled Goose Game,Xone,Simulation,Panic,House House,,,,,,,2019-12-17
Ursa Hollows,Ios,Simulation,Unknown,Carvine Software,,,,,,,
VRChat,Pc,Simulation,Vrchat Inc.,Vrchat Inc.,,,,,,,2017-02-01
Werewolf vs Comanche 2.0,Pc,Simulation,Unknown,Novalogic,,,,,,,
Who's Your Daddy?,Pc,Simulation,Joe Williams,Joe Williams,,,,,,,2019-12-01
Who's Your Daddy?,Xone,Simulation,Joe Williams,Joe Williams,,,,,,,2019-12-01
Wild West Dynasty,Pc,Simulation,Unknown,Virtual Magic Games,,,,,,,
Winning Post 9 2022,Pc,Simulation,Unknown,Koei Tecmo Games,,,,,,,
Winning Post 9 2022,Ps4,Simulation,Unknown,Koei Tecmo Games,,,,,,,
Winning Post 9 2022,Ns,Simulation,Unknown,Koei Tecmo Games,,,,,,,
Words Up! Academy,Wiiu,Simulation,Unknown,Tbd,,,,,,,
World Championship Boxing Manager 2,Pc,Simulation,Unknown,Mega Cat Studios,,,,,,,
World of Diving,Or,Simulation,Unknown,Vertigo Games,,,,,,,2016-06-28
Zone of the Enders: The 2nd Runner MARS,Pc,Simulation,Konami,Cygames,,,,,,,2018-09-06
Zoo Tycoon: Ultimate Animal Collection,Xone,Simulation,Microsoft Studios,Frontier Developments,,,,,,,2017-10-31
Zoo Tycoon: Ultimate Animal Collection,Pc,Simulation,Thq Nordic,Frontier Developments,,,,,,,2018-09-14
FIFA,Series,Sports,Ea Sports,Extended Play Productions (1991-1997),,,,,,,1993-12-15
NBA 2K,Series,Sports,2K Games,Visual Concepts,,,,,,,1999-11-10
Madden NFL,Series,Sports,Electronic Arts,Park Place Productions,,,,,,,1988-06-01
Wii/Nintendo Sports,Series,Sports,Nintendo,Nintendo,,,,,,,2006-11-19
Pro Evolution Soccer/eFootball,Series,Sports,Konami,Konami,,,,,,,1995-12-22
Wii Sports,Wii,Sports,Nintendo,Nintendo Ead,7.7,,,,,,2006-11-19
NBA Live,Series,Sports,Ea Sports,Ea Canada,,,,,,,1994-10-01
Wii Sports Resort,Wii,Sports,Nintendo,Nintendo Ead,8.0,,,,,,2009-07-26
Tony Hawk's,Series,Sports,Activision,Neversoft,,,,,,,1999-09-29
Mario & Sonic at the Olympic Games,Series,Sports,Sega,Sega,,,,,,,2007-11-06
FIFA 18,All,Sports,Electronic Arts,Ea Vancouver,,,,,,,2017-09-26
Jikkyo Powerful Pro Yakyu,Series,Sports,Konami,Konami,,,,,,,1994-03-11
Tiger Woods PGA Tour,Series,Sports,Ea Sports,Ea Redwood Shores,,,,,,,1998-08-31
Wii Fit,Wii,Sports,Nintendo,Nintendo Ead,7.9,,,,,,2008-05-21
Wii Fit Plus,Wii,Sports,Nintendo,Nintendo Ead,8.0,,,,,,2009-10-04
FIFA 19,All,Sports,Ea Sports,Ea Vancouver,,,,,,,2018-09-28
Mario Tennis,Series,Sports,Nintendo,Nintendo,,,,,,,1995-08-14
FIFA 11,All,Sports,Ea Sports,Ea Canada,,,,,,,2010-09-28
Backyard Sports,Series,Sports,Humongous Entertainment,Humongous Entertainment,,,,,,,1997-01-01
Famista,Series,Sports,Namco,Namco,,,,,,,1986-12-10
Mario & Sonic at the Olympic Games,All,Sports,Sega,Sega Sports R&D,,,,,,,2007-11-06
FIFA 13,All,Sports,Ea Sports,Ea Canada,,,,,,,2012-09-25
Everybody's Golf,Series,Sports,Sony Interactive Entertainment,Camelot Software,,,,,,,1998-04-30
NBA 2K20,All,Sports,2K Sports,Visual Concepts,,,,,,,2019-09-06
Mario Golf,Series,Sports,Nintendo,Nintendo,,,,,,,1991-09-29
NBA 2K19,All,Sports,2K Sports,Visual Concepts,,,,,,,2018-09-11
NBA 2K21,All,Sports,2K Sports,Visual Concepts,,,,,,,2020-09-04
Nintendo Switch Sports,Ns,Sports,Nintendo,Nintendo,,,,,,,2022-04-29
Rocket League,Series,Sports,Psyonix,Psyonix,,,,,,,2015-07-07
Rocket League,All,Sports,Psyonix,Psyonix,,,,,,,2015-07-07
FIFA 10,All,Sports,Ea Sports,Ea Canada,,,,,,,2009-10-20
FIFA 12,All,Sports,Ea Sports,Ea Canada,,,,,,,2011-09-27
NBA 2K18,All,Sports,2K Sports,Visual Concepts,,,,,,,2017-09-19
NBA 2K22,All,Sports,2K Sports,Visual Concepts,,,,,,,2021-09-10
NBA 2K17,All,Sports,2K Sports,Visual Concepts,,,,,,,2016-09-20
Kinect Sports,Series,Sports,Microsoft Game Studios,Rare,,,,,,,2010-10-09
NBA 2K16,All,Sports,2K Sports,Visual Concepts,,,,,,,2015-09-29
FIFA 09,All,Sports,Ea Sports,Ea Canada,,,,,,,2008-10-15
Madden NFL 07,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2006-08-22
NBA 2K14,All,Sports,2K Sports,Visual Concepts,,,,,,,2013-10-01
NBA 2K15,All,Sports,2K Sports,Visual Concepts,,,,,,,2014-10-07
Zumba Fitness,All,Sports,Majesco,Pipeworks Software,,,,,,,2010-11-18
Mario Strikers,Series,Sports,Nintendo,Next Level Games,,,,,,,2005-12-05
Mario & Sonic at the Olympic Winter Games,All,Sports,Sega,Sega Sports R&D,,,,,,,2009-10-13
Madden NFL 06,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2005-08-08
FIFA 07,All,Sports,Electronic Arts,Ea Canada,,,,,,,2006-09-25
NBA Jam,Series,Sports,Midway,Midway,,,,,,,1994-03-04
NBA 2K11,All,Sports,2K Sports,Visual Concepts,,,,,,,2010-10-05
Madden NFL 11,All,Sports,Ea Sports,Ea Canada,,,,,,,2010-08-10
Madden NFL 12,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2011-08-30
Madden NFL 2004,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2003-08-12
Tecmo Bowl,Series,Sports,Tecmo,Tecmo,,,,,,,1987-12-01
FIFA 08,All,Sports,Ea Sports,Ea Canada,,,,,,,2007-10-08
FIFA Football 2005,All,Sports,Ea Sports,Ea Canada,,,,,,,2004-10-12
Madden NFL 08,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2007-08-14
Madden NFL 09,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2008-08-12
Mario Tennis Aces,Ns,Sports,Nintendo,Camelot Software Planning,7.8,,,,,,2018-06-22
NBA 2K13,All,Sports,2K Sports,Visual Concepts,,,,,,,2012-10-02
Tennis,All,Sports,Nintendo,Nintendo,,,,,,,1985-10-18
Golf,Nes,Sports,Nintendo,Nintendo,,,,,,,1985-10-18
Madden NFL 10,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2009-08-13
Madden NFL 2005,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2004-08-09
NBA 2K12,All,Sports,2K Sports,Visual Concepts,,,,,,,2011-10-04
WWE SmackDown vs. Raw 2009,All,Sports,Thq,Thq,,,,,,,2008-11-09
Mario Tennis,All,Sports,Nintendo,Camelot Software Planning,,,,,,,2000-08-28
WWE SmackDown vs. Raw 2010,All,Sports,Thq,Thq,,,,,,,2009-10-20
WWE SmackDown vs. Raw 2011,All,Sports,Thq,Thq,,,,,,,2010-10-06
Mario Baseball,Series,Sports,Nintendo,Namco,,,,,,,2005-08-29
Baseball,Nes,Sports,Nintendo,Nintendo,,,,,,,1985-10-01
World Class Track Meet,Nes,Sports,Bandai,Bandai,,,,,,,1987-09-01
Kinect Sports,X360,Sports,Microsoft Game Studios,Rare Ltd.,7.4,,,,,,2010-11-04
PGA Tour 2K21,All,Sports,2K Sports,Hb Studios,,,,,,,2020-08-21
Shaun White Snowboarding,All,Sports,Ubisoft,Ubisoft Montreal,,,,,,,2008-11-16
WWE 2K15,All,Sports,2K Sports,Thq,,,,,,,2014-10-28
WWE 2K17,All,Sports,2K Sports,Thq,,,,,,,2016-10-11
Your Shape,Series,Sports,Ubisoft,Ubisoft,,,,,,,2009-11-24
WWE SmackDown! vs. Raw 2006,All,Sports,Thq,Thq,,,,,,,2005-11-14
2006 FIFA World Cup,All,Sports,Ea Sports,Ea Canada,,,,,,,2006-04-24
Madden NFL 07,Ps2,Sports,Ea Sports,Ea Tiburon,8.5,,,,,,2006-08-22
World Soccer: Winning Eleven 6,Ps2,Sports,Konami,Konami Computer Entertainment Tokyo,,,,,,,2003-03-11
World Soccer Winning Eleven 7 International,Ps2,Sports,Konami,Konami Computer Entertainment Tokyo,9.2,,,,,,2004-02-17
Mario Strikers Charged,Wii,Sports,Nintendo,Next Level Games,7.7,,,,,,2007-07-30
Mario Strikers: Battle League,Ns,Sports,Nintendo,Nintendo,,,,,,,2022-06-10
NCAA Football 07,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2006-07-18
Mario Golf: Super Rush,Ns,Sports,Nintendo,Camelot Software Planning,,,,,,,2021-06-25
Ice Hockey,Nes,Sports,Nintendo,Nintendo,,,,,,,1988-03-01
Mario & Sonic at the London 2012 Olympic Games,Wii,Sports,Sega,Sega,6.8,,,,,,2011-11-15
Mario Super Sluggers,Wii,Sports,Nintendo,Bandai Namco Games / Now Production,6.7,,,,,,2008-08-25
Mario Tennis,N64,Sports,Nintendo,Camelot Software Planning,8.8,,,,,,2000-08-28
Golf With Your Friends,Pc,Sports,Team 17,Blacklight Interactive,,,,,,,2016-01-29
WWE '12,All,Sports,Thq,Thq,,,,,,,2011-11-22
Tennis,Nes,Sports,Nintendo,Nintendo,,,,,,,1985-10-18
Volleyball,Nes,Sports,Nintendo,Nintendo R&D1,,,,,,,1987-03-01
Mario & Sonic at the Olympic Games,Wii,Sports,Sega,Sega,7.2,,,,,,2007-11-06
Golf,Gb,Sports,Nintendo,Nintendo,,,,,,,1990-02-01
1080°: TenEighty Snowboarding,N64,Sports,Nintendo,Nintendo Ead,9.1,,,,,,1998-03-31
Mario Hoops 3 on 3,Ds,Sports,Nintendo,Square Enix,7.1,,,,,,2006-09-11
Deca Sports,Wii,Sports,Hudson Soft,Caproduction,5.3,,,,,,2008-05-13
Fitness Boxing,Series,Sports,Nintendo,Imagineer,,,,,,,2019-01-04
MLB The Show 21,All,Sports,Sony Interactive Entertainment,Sie San Diego Studio,,,,,,,2021-04-20
NBA 2K10,All,Sports,2K Sports,Visual Concepts,,,,,,,2009-10-06
NBA 2K9,All,Sports,2K Sports,Visual Concepts,,,,,,,2008-10-07
Virtual Pool,All,Sports,Interplay Productions,Celeris,,,,,,,1995-01-01
WWE '13,All,Sports,Thq,Thq,,,,,,,2012-10-30
Your Shape: Fitness Evolved,X360,Sports,Ubisoft,Ubisoft Montreal,7.0,,,,,,2010-11-04
Tennis,Gb,Sports,Nintendo,Nintendo R&D1,,,,,,,1989-08-01
Mario Sports Mix,Wii,Sports,Nintendo,Square Enix,6.0,,,,,,2011-02-07
Soccer,Nes,Sports,Nintendo,"Iwasaki Electronics Co., Ltd.",,,,,,,1987-03-01
EA Sports Active,Wii,Sports,Ea Sports,Ea Vancouver,8.3,,,,,,2009-05-19
New Play Control! Mario Power Tennis,Wii,Sports,Nintendo,Camelot Software Planning,6.6,,,,,,2009-03-09
Madden NFL 13,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2012-08-28
Baseball,Gb,Sports,Nintendo,Nintendo,,,,,,,1989-08-01
Super Mario Strikers,Gc,Sports,Nintendo,Next Level Games,8.0,,,,,,2005-12-05
Mario Tennis Open,3Ds,Sports,Nintendo,Camelot Software Planning,6.6,,,,,,2012-05-20
Tecmo Bowl,Nes,Sports,Tecmo,Tecmo,,,,,,,1989-02-01
NCAA Football 14,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2013-07-09
Supreme Snowboarding,All,Sports,Infogrames,Housemarque,,,,,,,2000-03-07
WWE All Stars,All,Sports,Thq,Thq,,,,,,,2011-03-29
Nintendo World Cup,Nes,Sports,Nintendo,Technos Japan Corporation,,,,,,,1990-12-01
Mario Golf,N64,Sports,Nintendo,Camelot Software Planning,9.0,,,,,,1999-06-30
NFL GameDay 98,Ps,Sports,Sony Computer Entertainment,989 Studios,8.6,,,,,,1997-07-31
NCAA Football 2003,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2002-07-20
We Ski,Series,Sports,Namco Bandai Games,Bandai Namco Studios,,,,,,,2008-05-13
Mario Golf: Toadstool Tour,Gc,Sports,Nintendo,Camelot Software Planning,8.1,,,,,,2003-07-29
Big Beach Sports,Wii,Sports,Thq,Hb Studios Multimedia,4.9,,,,,,2008-06-24
Ken Griffey Jr. Presents Major League Baseball,Snes,Sports,Nintendo,Software Creations,,,,,,,1994-04-14
Kobe Bryant in NBA Courtside,N64,Sports,Nintendo,Left Field Productions,,,,,,,1998-04-01
Tecmo Super Bowl,Nes,Sports,Tecmo,Tecmo,,,,,,,1991-12-01
Mario Tennis,Gb,Sports,Nintendo,Camelot Software Planning,,,,,,,2001-01-16
Mario Power Tennis,Gc,Sports,Nintendo,Camelot Software Planning,8.1,,,,,,2004-11-08
Madden NFL 99,Ps,Sports,Ea Sports,Ea Sports,,,,,,,1998-07-31
Madden NFL 07,X360,Sports,Ea Sports,Ea Tiburon,8.2,,,,,,2006-08-22
Mario Superstar Baseball,Gc,Sports,Nintendo,Namco / Now Production,7.2,,,,,,2005-08-29
Virtua Tennis 4,All,Sports,Sega,Sega,,,,,,,2011-05-10
Active Life: Outdoor Challenge,Wii,Sports,Namco Bandai,High Horse Entertainment,,,,,,,2008-09-09
We Ski,Wii,Sports,Namco Bandai,Bandai Namco Games,7.1,,,,,,2008-05-13
Actua Soccer,All,Sports,Interplay Productions,Gremlin Interactive,,,,,,,1996-03-31
Deer Hunter,Pc,Sports,Wizardworks,Sun Storm,,,,,,,1997-12-31
Derby Stallion,Ps,Sports,Ascii Entertainment,Paritybit,,,,,,,1997-07-17
FIFA Street 2,All,Sports,Ea Sports Big,Ea Canada,,,,,,,2006-02-28
Fight Night 2004,All,Sports,Ea Sports,Ea Canada,,,,,,,2004-04-05
Fitness Boxing,Ns,Sports,Nintendo,Imagineer,7.0,,,,,,2019-01-04
Fitness Boxing 2: Rhythm & Exercise,Ns,Sports,Nintendo,Imagineer,,,,,,,2020-12-04
John Madden Football '93,Gen,Sports,Electronic Arts,Looking Glass Studios,,,,,,,1992-01-01
Madden NFL 25,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2013-08-27
Major League Baseball,Int,Sports,Mattel Electronics,Aph Technological Consulting,,,,,,,1980-09-04
NES Open Tournament Golf,Nes,Sports,Nintendo,Nintendo R&D2,,,,,,,1991-09-29
NFL Football,Int,Sports,Mattel Electronics,Aph Technological Consulting,,,,,,,1980-08-27
Tony Hawk's Pro Skater 1 + 2,All,Sports,Activision,Vicarious Visions,,,,,,,2020-09-04
UEFA Euro 2004,All,Sports,Ea Sports,Ea Canada,,,,,,,2004-05-04
WWE SmackDown! Shut Your Mouth,Ps2,Sports,Thq,Yuke'S Future Media Creators,,,,,,,2002-10-31
Mario & Sonic at the Tokyo 2020 Olympic Games,Ns,Sports,Sega,Sega,,,,,,,2019-11-05
NFL Quarterback Club 98,N64,Sports,Acclaim Entertainment,Iguana Entertainment,,,,,,,1997-10-24
Worldwide Soccer Manager 2008,Pc,Sports,Sega,Sports Interactive,,,,,,,2007-10-23
Zumba Fitness,Wii,Sports,Majesco,"Pipeworks Software, Inc.",,,,,,,2010-11-18
Football Manager 2014,Pc,Sports,Sega,Sports Interactive,8.4,,,,,,2013-10-30
Striker,All,Sports,Rage Software,Rage Software,,,,,,,1992-01-01
Tennis World Tour,All,Sports,Bigben Interactive,Breakpoint Studio,,,,,,,2018-05-22
Worldwide Soccer Manager 2006,Pc,Sports,Sega,Sports Interactive,9.0,,,,,,2005-01-01
Active Life: Extreme Challenge,Wii,Sports,Namco Bandai,High Horse Entertainment,,,,,,,2009-08-11
All-Star Baseball 2003,All,Sports,Acclaim Entertainment,Acclaim Studios Austin,,,,,,,2002-03-07
Football Manager 2005,Pc,Sports,Sega,Sports Interactive,,,,,,,2004-12-08
Jikkyou Powerful Pro Yakyuu 9,All,Sports,Konami,Diamond Head,,,,,,,2002-07-18
NCAA Football 2004,All,Sports,Ea Sports,Ea Tiburon,,,,,,,2003-07-16
NBA 2K18,Pc,Sports,2K Sports,Visual Concepts,7.0,,,,,,2017-09-19
Golf It!,Pc,Sports,Unknown,Perfuse Entertainment,,,,,,,
Captain Tsubasa: Rise of New Champions,All,Sports,Bandai Namco Entertainment,Tamsoft,,,,,,,2020-08-28
Championship Manager 03/04,Pc,Sports,Eidos Interactive,Sports Interactive,,,,,,,2003-03-20
Championship Manager Season 01/02,Pc,Sports,Unknown,Sports Interactive,,,,,,,2020-12-31
eBASEBALL Powerful Pro Baseball 2022,All,Sports,Konami,Konami,,,,,,,2022-04-21
Front Page Sports,Series,Sports,Dynamix,Dynamix,,,,,,,1992-01-01
HardBall!,All,Sports,Accolade,Accolade,,,,,,,1985-01-01
Jikkyou Powerful Pro Baseball 2016,All,Sports,Konami,Konami,,,,,,,2016-04-28
Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,Ps,Sports,Konami,Diamond Head,,,,,,,1997-08-28
Prime Time NFL Starring Deion Sanders,Gen,Sports,Sega,Farsight Technologies,,,,,,,1995-01-01
Super Dodge Ball,Nes,Sports,Sony Imagesoft,Technos Japan Corporation,,,,,,,1989-06-01
John Madden Football,Gen,Sports,Electronic Arts,Park Place Productions,,,,,,,1990-01-01
Robot Roller-Derby Disco Dodgeball,Pc,Sports,Unknown,Erik Asmussen,,,,,,,
NFL GameDay '97,Ps,Sports,Sony Computer Entertainment,Scea,,,,,,,1996-11-30
Wayne Gretzky Hockey,All,Sports,Bethesda Softworks,Bethesda Softworks,,,,,,,1988-01-01
NFL GameDay,Ps,Sports,Sony Computer Entertainment,Sony Interactive Studios America,,,,,,,1996-01-01
Blood Bowl 2,Pc,Sports,Unknown,Cyanide Studios,,,,,,,
We Ski & Snowboard,Wii,Sports,Namco Bandai,Namco Bandai Games,,,,,,,2009-03-03
Streamline,Pc,Sports,Proletariat Inc.,Proletariat Inc.,,,,,,,2016-09-30
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,Psp,Sports,Sega,Sega,,,,,,,2011-08-04
Mean 18,All,Sports,Accolade,Microsmiths Inc.,,,,,,,1986-01-01
NHL FaceOff,Ps,Sports,Sony Computer Entertainment,Sony Computer Entertainment America,,,,,,,1995-01-01
Dead or Alive Xtreme 3,All,Sports,Koei Tecmo,Team Ninja,,,,,,,2016-03-24
BMX XXX,All,Sports,Acclaim Entertainment,Z-Axis,,,,,,,2002-11-15
WWE 2K16,Pc,Sports,2K Sports,Yuke'S,,,,,,,2016-03-10
Vertiginous Golf,Pc,Sports,Fellow Traveller,Kinelco,,,,,,,2014-03-07
Worms Crazy Golf,Pc,Sports,Team17 Software,Team17 Software,,,,,,,2011-10-19
NFL Blitz Pro,All,Sports,Midway Games,Midway Games,,,,,,,2003-10-28
Trials 2: Second Edition,Pc,Sports,Redlynx,Redlynx,,,,,,,2008-03-01
Shufflepuck Cantina Deluxe,Pc,Sports,Agharta Studio,Agharta Studio,,,,,,,2013-12-06
OlliOlli,Pc,Sports,Devolver Digital,Roll7,,,,,,,2014-07-22
HardBall II,All,Sports,Accolade,Distinctive Software,,,,,,,1989-01-01
VR Baseball '97,All,Sports,Interplay Entertainment Corp.,Vr Sports,,,,,,,1997-01-01
FootLOL: Epic Fail League,Pc,Sports,Herocraft,Lion'S Shade,,,,,,,2013-08-07
Virtua Tennis: World Tour (US & Others sales),Psp,Sports,Sega,Sumo Digital,8.3,,,,,,2005-10-07
Computer Baseball,All,Sports,Strategic Simulations,Strategic Simulations,,,,,,,1981-01-01
Pool 1.5,All,Sports,Innovative Design Software,Innovative Design Software,,,,,,,1981-01-01
Hi-Res Computer Golf,Osx,Sports,Unknown,Avant-Garde Creations,,,,,,,
Ski Crazed,Apii,Sports,Baudville,Naughty Dog,,,,,,,1987-10-01
'99 Koshien,Ps,Sports,Magical Company,Magical Company,,,,,,,1999-06-17
1 on 1,Psn,Sports,Jorudan,Jorudan,,,,,,,2009-09-24
1 on 1,Ps,Sports,Jorudan,Jorudan,,,,,,,1998-11-26
